Status_Evento,Campeonato,Regiao,Periodo_Campeonato,Data_Partida,Mapa,Time,Vitorias,Derrotas,Aproveitamento,Mapas_Jogados,Jogador,Agente,Rating,ACS,Kills,Mortes,Assistencias,ADR
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Bind,DRX,0,2,0.0%,2,Flashback,Viper,1.31,225.6,12.7,17.7,8.5,164.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Breeze,Paper Rex,10,2,83.3%,12,forsaKeN,Yoru,1.16,230.0,19.6,17.9,6.0,99.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Breeze,Paper Rex,10,2,83.3%,12,something,Jett,0.85,233.5,14.8,9.3,8.7,131.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Breeze,Paper Rex,10,2,83.3%,12,mindfreak,Omen,0.98,288.8,9.0,9.9,3.6,180.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Breeze,Paper Rex,10,2,83.3%,12,d4v41,Skye,0.66,183.3,14.3,15.6,4.0,154.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Breeze,Paper Rex,10,2,83.3%,12,CGRS,Gekko,0.97,258.6,18.1,11.1,9.7,139.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Breeze,DRX,10,3,76.9%,13,stax,KAY/O,1.19,188.8,11.1,15.2,9.5,195.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Breeze,DRX,10,3,76.9%,13,Buzz,Jett,1.21,297.9,12.0,12.8,4.4,125.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Breeze,DRX,10,3,76.9%,13,MaKo,Omen,1.24,197.0,9.3,17.8,3.9,179.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Breeze,DRX,10,3,76.9%,13,Foxy9,Duelist,0.78,145.7,21.2,15.7,3.9,98.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Breeze,DRX,10,3,76.9%,13,Flashback,Viper,1.38,154.1,15.5,10.5,8.6,143.2
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Corrode,Paper Rex,9,8,52.9%,17,forsaKeN,Yoru,1.33,147.8,20.5,12.0,7.1,151.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Corrode,Paper Rex,9,8,52.9%,17,something,Jett,0.83,290.2,15.7,10.7,5.8,163.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Corrode,Paper Rex,9,8,52.9%,17,mindfreak,Omen,1.26,198.7,19.6,13.5,5.6,198.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Corrode,Paper Rex,9,8,52.9%,17,d4v41,Skye,1.24,243.4,19.5,10.1,5.7,169.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Corrode,Paper Rex,9,8,52.9%,17,CGRS,Gekko,1.29,150.7,8.1,9.7,8.9,134.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Corrode,DRX,10,9,52.6%,19,stax,KAY/O,1.37,178.4,20.1,15.1,9.9,113.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Corrode,DRX,10,9,52.6%,19,Buzz,Jett,1.38,307.3,19.1,11.5,4.2,138.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Corrode,DRX,10,9,52.6%,19,MaKo,Omen,0.77,186.3,18.0,12.0,3.7,103.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Corrode,DRX,10,9,52.6%,19,Foxy9,Duelist,0.75,296.3,19.0,14.9,5.7,189.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Corrode,DRX,10,9,52.6%,19,Flashback,Viper,1.08,212.1,12.9,15.3,8.8,101.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-24,Fracture,Paper Rex,3,10,23.1%,13,forsaKeN,Yoru,1.1,294.3,21.2,11.3,8.3,101.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-24,Fracture,Paper Rex,3,10,23.1%,13,something,Jett,0.81,136.8,9.5,9.5,3.0,188.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-24,Fracture,Paper Rex,3,10,23.1%,13,mindfreak,Omen,1.02,276.5,12.7,15.5,6.6,118.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-24,Fracture,Paper Rex,3,10,23.1%,13,d4v41,Skye,1.1,133.0,21.0,10.4,9.3,153.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-24,Fracture,Paper Rex,3,10,23.1%,13,CGRS,Gekko,1.04,234.5,23.5,12.3,7.8,154.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Fracture,DRX,9,10,47.4%,19,stax,KAY/O,0.77,265.4,15.1,14.2,6.9,181.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Fracture,DRX,9,10,47.4%,19,Buzz,Jett,0.71,266.5,21.0,12.8,6.3,99.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Fracture,DRX,9,10,47.4%,19,MaKo,Omen,0.74,199.2,10.4,9.8,5.6,202.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Fracture,DRX,9,10,47.4%,19,Foxy9,Duelist,0.78,182.5,9.0,12.9,4.4,196.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Fracture,DRX,9,10,47.4%,19,Flashback,Viper,0.76,222.5,12.0,16.3,6.1,100.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Haven,Paper Rex,7,10,41.2%,17,forsaKeN,Yoru,0.66,181.0,8.7,13.2,2.6,120.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Haven,Paper Rex,7,10,41.2%,17,something,Jett,1.03,168.2,21.0,16.8,8.9,186.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Haven,Paper Rex,7,10,41.2%,17,mindfreak,Omen,1.27,222.1,23.2,11.4,3.5,199.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Haven,Paper Rex,7,10,41.2%,17,d4v41,Skye,0.78,297.5,12.7,16.9,5.8,145.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Haven,Paper Rex,7,10,41.2%,17,CGRS,Gekko,0.96,215.1,20.9,17.0,2.2,93.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Haven,DRX,0,5,0.0%,5,stax,KAY/O,1.41,299.9,13.0,13.2,8.2,191.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Haven,DRX,0,5,0.0%,5,Buzz,Jett,1.1,154.8,9.5,9.3,9.3,148.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Haven,DRX,0,5,0.0%,5,MaKo,Omen,1.23,284.3,19.8,10.2,2.8,108.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Haven,DRX,0,5,0.0%,5,Foxy9,Duelist,1.13,256.9,9.7,15.7,6.1,103.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Haven,DRX,0,5,0.0%,5,Flashback,Viper,1.21,132.1,14.9,16.3,2.2,88.0
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Icebox,Paper Rex,3,9,25.0%,12,forsaKeN,Yoru,1.26,148.2,19.6,13.7,8.1,126.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Icebox,Paper Rex,3,9,25.0%,12,something,Jett,1.13,169.3,17.2,10.1,9.8,166.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Icebox,Paper Rex,3,9,25.0%,12,mindfreak,Omen,1.39,198.5,16.6,15.6,3.9,142.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Icebox,Paper Rex,3,9,25.0%,12,d4v41,Skye,1.31,194.3,8.9,16.4,9.3,130.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-02,Icebox,Paper Rex,3,9,25.0%,12,CGRS,Gekko,0.89,213.9,11.5,9.3,3.7,186.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Icebox,DRX,9,4,69.2%,13,stax,KAY/O,0.85,135.5,15.4,10.7,5.4,157.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Icebox,DRX,9,4,69.2%,13,Buzz,Jett,0.84,285.9,15.1,17.0,2.6,99.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Icebox,DRX,9,4,69.2%,13,MaKo,Omen,0.98,270.5,9.4,12.7,7.4,159.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Icebox,DRX,9,4,69.2%,13,Foxy9,Duelist,1.31,255.4,17.1,10.9,8.1,158.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-28,Icebox,DRX,9,4,69.2%,13,Flashback,Viper,1.02,152.5,20.3,15.4,6.2,181.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Lotus,Paper Rex,6,7,46.2%,13,forsaKeN,Yoru,0.73,156.6,13.8,14.0,3.2,182.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Lotus,Paper Rex,6,7,46.2%,13,something,Jett,0.66,224.3,23.3,11.9,9.8,159.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Lotus,Paper Rex,6,7,46.2%,13,mindfreak,Omen,1.0,175.9,20.1,10.6,2.6,185.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Lotus,Paper Rex,6,7,46.2%,13,d4v41,Skye,1.24,160.5,19.3,11.4,5.0,116.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Lotus,Paper Rex,6,7,46.2%,13,CGRS,Gekko,1.11,207.2,23.3,13.8,3.1,152.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-08,Lotus,DRX,3,7,30.0%,10,stax,KAY/O,1.13,250.2,16.4,13.6,3.6,108.2
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-08,Lotus,DRX,3,7,30.0%,10,Buzz,Jett,1.36,301.6,11.2,9.1,5.7,142.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-08,Lotus,DRX,3,7,30.0%,10,MaKo,Omen,1.39,212.2,12.2,17.3,7.6,200.0
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-08,Lotus,DRX,3,7,30.0%,10,Foxy9,Duelist,0.97,122.9,9.4,12.2,8.7,102.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-08,Lotus,DRX,3,7,30.0%,10,Flashback,Viper,1.16,142.3,8.2,17.0,5.3,166.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Pearl,Paper Rex,2,0,100.0%,2,forsaKeN,Yoru,1.33,187.1,11.4,9.7,5.8,86.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Pearl,Paper Rex,2,0,100.0%,2,something,Jett,1.02,173.5,13.9,9.7,2.2,199.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Pearl,Paper Rex,2,0,100.0%,2,mindfreak,Omen,0.73,289.6,9.8,15.8,9.0,151.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Pearl,Paper Rex,2,0,100.0%,2,d4v41,Skye,0.91,195.3,11.4,16.9,6.6,116.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Pearl,Paper Rex,2,0,100.0%,2,CGRS,Gekko,0.74,230.9,18.0,11.8,6.2,152.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Pearl,DRX,8,10,44.4%,18,stax,KAY/O,0.67,140.2,19.3,14.9,2.9,200.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Pearl,DRX,8,10,44.4%,18,Buzz,Jett,0.93,220.9,13.3,14.5,7.1,111.0
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Pearl,DRX,8,10,44.4%,18,MaKo,Omen,1.07,200.8,20.9,12.7,8.6,125.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Pearl,DRX,8,10,44.4%,18,Foxy9,Duelist,1.29,287.6,14.0,15.1,5.2,184.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-06,Pearl,DRX,8,10,44.4%,18,Flashback,Viper,0.92,201.7,18.7,16.5,4.9,85.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Split,Paper Rex,3,4,42.9%,7,forsaKeN,Yoru,0.9,264.3,14.2,10.1,9.7,203.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Split,Paper Rex,3,4,42.9%,7,something,Jett,1.23,157.0,12.1,14.7,8.1,175.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Split,Paper Rex,3,4,42.9%,7,mindfreak,Omen,1.45,263.9,20.3,15.8,4.7,172.0
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Split,Paper Rex,3,4,42.9%,7,d4v41,Skye,0.82,303.4,10.8,11.4,9.6,121.0
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Split,Paper Rex,3,4,42.9%,7,CGRS,Gekko,1.25,262.8,13.2,15.2,7.2,90.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-04,Split,DRX,0,5,0.0%,5,stax,KAY/O,1.06,233.8,18.6,12.7,5.0,162.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-04,Split,DRX,0,5,0.0%,5,Buzz,Jett,1.24,239.1,15.4,11.7,9.8,155.2
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-04,Split,DRX,0,5,0.0%,5,MaKo,Omen,1.14,257.9,17.6,13.0,9.0,174.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-04,Split,DRX,0,5,0.0%,5,Foxy9,Duelist,1.2,129.5,19.5,10.7,2.1,137.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-04,Split,DRX,0,5,0.0%,5,Flashback,Viper,0.83,247.3,14.9,15.4,9.8,146.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Summit,Paper Rex,6,5,54.5%,11,forsaKeN,Yoru,0.97,198.3,16.5,14.3,6.3,112.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Summit,Paper Rex,6,5,54.5%,11,something,Jett,1.27,207.3,15.6,14.1,2.5,155.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Summit,Paper Rex,6,5,54.5%,11,mindfreak,Omen,0.76,248.5,23.7,12.9,6.9,201.2
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Summit,Paper Rex,6,5,54.5%,11,d4v41,Skye,1.42,228.5,10.2,12.8,5.0,121.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-31,Summit,Paper Rex,6,5,54.5%,11,CGRS,Gekko,1.07,272.8,23.3,14.5,3.8,186.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Summit,DRX,9,8,52.9%,17,stax,KAY/O,1.28,233.0,23.9,15.5,9.6,105.2
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Summit,DRX,9,8,52.9%,17,Buzz,Jett,1.28,240.1,15.2,12.3,7.4,111.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Summit,DRX,9,8,52.9%,17,MaKo,Omen,1.28,204.4,10.3,13.7,8.5,180.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Summit,DRX,9,8,52.9%,17,Foxy9,Duelist,1.39,244.6,15.0,14.1,3.4,141.2
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-27,Summit,DRX,9,8,52.9%,17,Flashback,Viper,1.18,152.1,15.6,9.5,5.6,204.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Sunset,Paper Rex,7,9,43.8%,16,forsaKeN,Yoru,0.83,175.4,12.7,16.6,3.4,129.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Sunset,Paper Rex,7,9,43.8%,16,something,Jett,0.94,286.5,21.3,17.8,2.8,172.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Sunset,Paper Rex,7,9,43.8%,16,mindfreak,Omen,1.4,233.0,17.0,16.8,5.3,170.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Sunset,Paper Rex,7,9,43.8%,16,d4v41,Skye,1.39,235.2,19.3,15.5,4.0,142.7
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-29,Sunset,Paper Rex,7,9,43.8%,16,CGRS,Gekko,0.9,157.1,15.3,10.3,3.1,92.8
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Sunset,DRX,0,1,0.0%,1,stax,KAY/O,1.01,131.2,11.5,16.7,3.1,173.0
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Sunset,DRX,0,1,0.0%,1,Buzz,Jett,1.31,142.1,19.7,9.4,2.4,113.6
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Sunset,DRX,0,1,0.0%,1,MaKo,Omen,1.27,150.7,16.9,9.7,5.9,91.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Sunset,DRX,0,1,0.0%,1,Foxy9,Duelist,0.83,218.2,9.1,13.6,4.5,153.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-07-26,Sunset,DRX,0,1,0.0%,1,Flashback,Viper,1.39,274.0,10.4,14.0,9.4,175.0
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Abyss,Paper Rex,8,1,88.9%,9,forsaKeN,Yoru,1.44,225.1,12.2,11.7,7.7,133.5
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Abyss,Paper Rex,8,1,88.9%,9,something,Jett,0.98,203.4,8.5,17.2,2.8,147.9
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Abyss,Paper Rex,8,1,88.9%,9,mindfreak,Omen,1.17,204.0,18.4,14.4,3.1,139.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Abyss,Paper Rex,8,1,88.9%,9,d4v41,Skye,1.01,223.0,18.7,14.3,9.9,139.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-01,Abyss,Paper Rex,8,1,88.9%,9,CGRS,Gekko,0.76,254.9,12.6,15.9,5.9,197.1
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-03,Abyss,DRX,9,0,100.0%,9,stax,KAY/O,1.27,237.5,13.4,14.5,5.4,151.0
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-03,Abyss,DRX,9,0,100.0%,9,Buzz,Jett,0.85,123.3,8.5,11.1,4.3,153.4
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-03,Abyss,DRX,9,0,100.0%,9,MaKo,Omen,1.17,294.0,15.2,12.4,8.3,92.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-03,Abyss,DRX,9,0,100.0%,9,Foxy9,Duelist,0.93,258.5,9.0,16.5,4.9,127.3
ONGOING,VCT 26: PAC Stage 2,PAC,Jul 16 - Sep 6,2026-08-03,Abyss,DRX,9,0,100.0%,9,Flashback,Viper,0.91,305.0,17.1,15.1,6.4,167.6
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-07,Ascent,Fnatic,0,4,0.0%,4,Derke,Yoru,0.72,287.4,9.4,9.7,4.2,124.9
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-07,Ascent,Fnatic,0,4,0.0%,4,Boaster,Astra,0.74,309.0,8.4,12.7,2.2,87.0
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-07,Ascent,Fnatic,0,4,0.0%,4,Chronicle,Sova,0.69,197.0,22.8,11.0,3.7,177.4
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-07,Ascent,Fnatic,0,4,0.0%,4,Alfaer,Killjoy,1.04,144.9,20.3,15.0,8.8,143.1
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-07,Ascent,Fnatic,0,4,0.0%,4,Hiro,Fade,0.66,259.2,18.2,11.0,5.1,167.6
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-29,Ascent,Natus Vincere,2,5,28.6%,7,Shao,Fade,0.84,141.0,15.7,10.2,4.6,136.5
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-29,Ascent,Natus Vincere,2,5,28.6%,7,Zyppan,Raze,0.9,213.3,10.2,15.9,3.5,135.3
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-29,Ascent,Natus Vincere,2,5,28.6%,7,SUYGETSU,Cypher,1.06,206.0,20.1,12.3,7.8,134.5
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-29,Ascent,Natus Vincere,2,5,28.6%,7,ANGE1,Omen,1.39,168.6,20.8,11.9,2.8,123.2
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-29,Ascent,Natus Vincere,2,5,28.6%,7,ardis,Jett,1.0,242.8,18.1,12.8,5.0,167.1
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-28,Bind,Fnatic,7,8,46.7%,15,Derke,Yoru,1.1,278.1,21.3,17.9,2.7,135.1
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-28,Bind,Fnatic,7,8,46.7%,15,Boaster,Astra,0.83,298.7,16.6,13.5,5.1,135.0
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-28,Bind,Fnatic,7,8,46.7%,15,Chronicle,Sova,1.39,209.9,20.3,13.6,6.6,192.6
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-28,Bind,Fnatic,7,8,46.7%,15,Alfaer,Killjoy,1.02,213.2,23.3,10.7,6.6,99.5
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-28,Bind,Fnatic,7,8,46.7%,15,Hiro,Fade,0.8,282.5,9.4,17.1,4.5,91.1
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-03,Bind,Natus Vincere,9,10,47.4%,19,Shao,Fade,0.77,138.2,14.1,12.6,9.4,87.0
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-03,Bind,Natus Vincere,9,10,47.4%,19,Zyppan,Raze,0.9,226.1,18.3,16.4,5.7,190.8
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-03,Bind,Natus Vincere,9,10,47.4%,19,SUYGETSU,Cypher,1.09,127.2,16.5,11.3,3.3,104.4
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-03,Bind,Natus Vincere,9,10,47.4%,19,ANGE1,Omen,1.21,123.2,8.3,11.8,7.6,140.9
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-08-03,Bind,Natus Vincere,9,10,47.4%,19,ardis,Jett,0.92,286.2,16.8,15.8,2.4,158.0
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-30,Breeze,Fnatic,3,0,100.0%,3,Derke,Yoru,1.1,197.9,16.6,10.4,8.9,102.5
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-30,Breeze,Fnatic,3,0,100.0%,3,Boaster,Astra,1.45,148.6,23.7,10.1,8.6,147.8
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-30,Breeze,Fnatic,3,0,100.0%,3,Chronicle,Sova,1.23,162.8,11.6,14.4,5.7,86.5
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-30,Breeze,Fnatic,3,0,100.0%,3,Alfaer,Killjoy,1.1,170.2,9.7,10.1,6.5,111.4
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-30,Breeze,Fnatic,3,0,100.0%,3,Hiro,Fade,1.09,140.3,22.9,17.0,9.1,118.5
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-30,Breeze,Natus Vincere,5,8,38.5%,13,Shao,Fade,1.36,195.9,15.2,13.4,3.4,174.1
ONGOING,VCT 26: EMEA Stage 2,EMEA,Jul 15 - Aug 30,2026-07-30,Breeze,Natus Vincere,5,8,38.5%,13,Zyppan,Raze,0.87,259.4,8.5,14.2,8.1,129.8
